Type of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Middle Filter Zone ID,Middle Filter Zone Name,Middle Filter Zone Direction (degrees),Middle Filter Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-M-D Traffic (StL Index),Average Daily Origin Zone Traffic (StL Index),Average Daily Middle Filter Zone Traffic (StL Index),Average Daily Destination Zone Traffic (StL Index),Avg Trip Duration (sec)
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),397,4456,2506,3479,519
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),1790,7230,6459,7487,467
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave DMF,81,no,,Fulton St beforw Franklin AVE,yes,105,no,0: All Days (M-Su),0: All Day (12am-12am),14,35617,26705,20954,N/A
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave DMF,81,no,,Fulton St beforw Franklin AVE,yes,105,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),5,7663,6327,4396,N/A
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave DMF,81,no,,Fulton St beforw Franklin AVE,yes,105,no,1: Weekday (Tu-Th),0: All Day (12am-12am),12,36761,29521,21954,N/A
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave DMF,81,no,,Fulton St beforw Franklin AVE,yes,105,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),12,7230,7585,4848,N/A
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave DMF,81,no,,Gates before Franklin Ave,yes,81,no,0: All Days (M-Su),0: All Day (12am-12am),8,35617,26705,4492,N/A
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave DMF,81,no,,Greene before Franklin Ave,yes,82,no,0: All Days (M-Su),0: All Day (12am-12am),5,35617,26705,6975,N/A
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave DMF,81,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),0: All Day (12am-12am),5930,35617,26705,26626,429
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave DMF,81,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),1: Peak AM (7am-10am),461,3901,3072,3071,439
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave DMF,81,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),1554,7663,6327,6329,455
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave DMF,81,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),0: All Day (12am-12am),6389,36761,29521,29349,431
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave DMF,81,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),397,4456,3428,3479,519
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave DMF,81,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),1830,7230,7585,7487,471
